Area,Group,ID,Status,Scored,Provider,Boundary Owner,Requirement
OpenAI Agent SDK Governance,,OAI-026,done,true,openai-agents-sdk,,Capture generic http triggers
OpenAI Agent SDK Governance,,OAI-027,done,true,openai-agents-sdk,,Capture llm_completion triggers
OpenAI Agent SDK Governance,,OAI-028,done,true,openai-agents-sdk,,Capture llm_embedding triggers through MCP-required check_governance; no host-native embedding claim
OpenAI Agent SDK Governance,,OAI-029,done,true,openai-agents-sdk,,Capture llm_tool_call triggers
OpenAI Agent SDK Governance,,OAI-030,done,true,openai-agents-sdk,,Capture database_select triggers
OpenAI Agent SDK Governance,,OAI-031,done,true,openai-agents-sdk,,Capture database_insert triggers
OpenAI Agent SDK Governance,,OAI-032,done,true,openai-agents-sdk,,Capture database_update triggers
OpenAI Agent SDK Governance,,OAI-033,done,true,openai-agents-sdk,,Capture database_delete triggers
OpenAI Agent SDK Governance,,OAI-034,done,true,openai-agents-sdk,,Capture database_query triggers
OpenAI Agent SDK Governance,,OAI-035,done,true,openai-agents-sdk,,Capture file_read triggers through SDK tool classification
OpenAI Agent SDK Governance,,OAI-036,done,true,openai-agents-sdk,,Capture file_write triggers through SDK tool classification
OpenAI Agent SDK Governance,,OAI-037,done,true,openai-agents-sdk,,Capture file_open as its own trigger
OpenAI Agent SDK Governance,,OAI-038,done,true,openai-agents-sdk,,Capture file_delete triggers through SDK tool classification
OpenAI Agent SDK Governance,,OAI-039,done,true,openai-agents-sdk,,Capture internal triggers
OpenAI Agent SDK Governance,,OAI-040,done,true,openai-agents-sdk,,Send and enforce OPA/Rego-governed verdicts
OpenAI Agent SDK Governance,,OAI-041,done,true,openai-agents-sdk,,Send and enforce guardrail-governed verdicts
OpenAI Agent SDK Governance,,OAI-042,done,true,openai-agents-sdk,,Send and apply PII/redaction verdicts
OpenAI Agent SDK Governance,,OAI-043,done,true,openai-agents-sdk,,Send and enforce behavior-rule verdicts
OpenAI Agent SDK Governance,,OAI-044,done,true,openai-agents-sdk,,Send and enforce goal-alignment verdicts
OpenAI Agent SDK Governance,,OAI-045,done,true,openai-agents-sdk,,Send and enforce approval/HITL verdicts
OpenAI Agent SDK Governance,,OAI-046,done,true,openai-agents-sdk,,Report usage metadata
OpenAI Agent SDK Governance,,OAI-047,done,true,openai-agents-sdk,,Forward runtime token/cost telemetry; Core owns cost estimation
OpenAI Agent SDK Governance,,OAI-048,done,true,openai-agents-sdk,,Create tracing spans
OpenAI Agent SDK Governance,,OAI-049,done,true,openai-agents-sdk,,Send audit-log events
OpenAI Agent SDK Governance,,OAI-050,done,true,openai-agents-sdk,,Maintain session state
OpenAI Agent SDK Governance,,OAI-051,done,true,openai-agents-sdk,,Fail closed when governance cannot answer
OpenAI Agent SDK Governance,,OAI-052,done,true,openai-agents-sdk,,Report storage/artifact metadata carried by SDK payload contract
OpenAI Agent SDK Governance,,OAI-053,done,true,openai-agents-sdk,,Send KMS/local signing/attestation metadata when configured
OpenAI Agent SDK Governance,,OAI-054,done,true,openai-agents-sdk,,Enforce allow
OpenAI Agent SDK Governance,,OAI-055,done,true,openai-agents-sdk,,Enforce constrain
OpenAI Agent SDK Governance,,OAI-056,done,true,openai-agents-sdk,,Enforce require_approval
OpenAI Agent SDK Governance,,OAI-057,done,true,openai-agents-sdk,,Enforce block
OpenAI Agent SDK Governance,,OAI-058,done,true,openai-agents-sdk,,Enforce halt
Anthropic Agent SDK Governance,,ANTH-001,done,true,anthropic-agent-sdk,,Integrate through the official Anthropic Agent SDK wrapper path
Anthropic Agent SDK Governance,,ANTH-002,done,true,anthropic-agent-sdk,,Capture Anthropic Agent SDK session/message events
Anthropic Agent SDK Governance,,ANTH-003,done,true,anthropic-agent-sdk,,Capture model-call events
Anthropic Agent SDK Governance,,ANTH-004,done,true,anthropic-agent-sdk,,Capture tool-call events
Anthropic Agent SDK Governance,,ANTH-005,done,true,anthropic-agent-sdk,,Capture WorkflowStarted
Anthropic Agent SDK Governance,,ANTH-006,done,true,anthropic-agent-sdk,,Capture WorkflowCompleted
Anthropic Agent SDK Governance,,ANTH-007,done,true,anthropic-agent-sdk,,Capture WorkflowFailed
Anthropic Agent SDK Governance,,ANTH-008,done,true,anthropic-agent-sdk,,Capture ActivityStarted
Anthropic Agent SDK Governance,,ANTH-009,done,true,anthropic-agent-sdk,,Capture ActivityCompleted
Anthropic Agent SDK Governance,,ANTH-010,done,true,anthropic-agent-sdk,,Capture SignalReceived
Anthropic Agent SDK Governance,,ANTH-011,done,true,anthropic-agent-sdk,,Capture Handoff
Anthropic Agent SDK Governance,,ANTH-012,done,true,anthropic-agent-sdk,,Capture llm spans
Anthropic Agent SDK Governance,,ANTH-013,done,true,anthropic-agent-sdk,,Capture shell spans through Anthropic tool activity
Anthropic Agent SDK Governance,,ANTH-014,done,true,anthropic-agent-sdk,,Capture mcp spans through Anthropic tool activity
Anthropic Agent SDK Governance,,ANTH-015,done,true,anthropic-agent-sdk,,Capture file_read spans through Anthropic tool activity
Anthropic Agent SDK Governance,,ANTH-016,done,true,anthropic-agent-sdk,,Capture file_write spans through Anthropic tool activity
Anthropic Agent SDK Governance,,ANTH-017,done,true,anthropic-agent-sdk,,Capture file_delete spans through Anthropic tool activity
Anthropic Agent SDK Governance,,ANTH-018,done,true,anthropic-agent-sdk,,Capture http spans through Anthropic web-tool activity
Anthropic Agent SDK Governance,,ANTH-019,done,true,anthropic-agent-sdk,,Capture db spans through MCP/tool/shell/HTTP metadata
Anthropic Agent SDK Governance,,ANTH-020,done,true,anthropic-agent-sdk,,Capture http_get triggers
Anthropic Agent SDK Governance,,ANTH-021,done,true,anthropic-agent-sdk,,Capture http_post triggers
Anthropic Agent SDK Governance,,ANTH-022,done,true,anthropic-agent-sdk,,Capture http_put triggers
Anthropic Agent SDK Governance,,ANTH-023,done,true,anthropic-agent-sdk,,Capture http_patch triggers
Anthropic Agent SDK Governance,,ANTH-024,done,true,anthropic-agent-sdk,,Capture http_delete triggers
Anthropic Agent SDK Governance,,ANTH-025,done,true,anthropic-agent-sdk,,Capture generic http triggers
Anthropic Agent SDK Governance,,ANTH-026,done,true,anthropic-agent-sdk,,Capture llm_completion triggers
Anthropic Agent SDK Governance,,ANTH-027,done,true,anthropic-agent-sdk,,Capture llm_embedding triggers through MCP-required check_governance; no host-native embedding claim
Anthropic Agent SDK Governance,,ANTH-028,done,true,anthropic-agent-sdk,,Capture llm_tool_call triggers
Anthropic Agent SDK Governance,,ANTH-029,done,true,anthropic-agent-sdk,,Capture database_select triggers
Anthropic Agent SDK Governance,,ANTH-030,done,true,anthropic-agent-sdk,,Capture database_insert triggers
Anthropic Agent SDK Governance,,ANTH-031,done,true,anthropic-agent-sdk,,Capture database_update triggers
Anthropic Agent SDK Governance,,ANTH-032,done,true,anthropic-agent-sdk,,Capture database_delete triggers
Anthropic Agent SDK Governance,,ANTH-033,done,true,anthropic-agent-sdk,,Capture database_query triggers
Anthropic Agent SDK Governance,,ANTH-034,done,true,anthropic-agent-sdk,,Capture file_read triggers
Anthropic Agent SDK Governance,,ANTH-035,done,true,anthropic-agent-sdk,,Capture file_write triggers
Anthropic Agent SDK Governance,,ANTH-036,done,true,anthropic-agent-sdk,,Capture file_open as its own trigger
Anthropic Agent SDK Governance,,ANTH-037,done,true,anthropic-agent-sdk,,Capture file_delete triggers
Anthropic Agent SDK Governance,,ANTH-038,done,true,anthropic-agent-sdk,,Capture internal triggers
Anthropic Agent SDK Governance,,ANTH-039,done,true,anthropic-agent-sdk,,Capture agent/task events
Anthropic Agent SDK Governance,,ANTH-040,done,true,anthropic-agent-sdk,,Capture project/config events through Anthropic Agent SDK payload contract
Anthropic Agent SDK Governance,,ANTH-041,done,true,anthropic-agent-sdk,,Capture MCP elicitation events through Anthropic Agent SDK hook payload contract
Anthropic Agent SDK Governance,,ANTH-042,done,true,anthropic-agent-sdk,,Send and enforce OPA/Rego-governed verdicts
Anthropic Agent SDK Governance,,ANTH-043,done,true,anthropic-agent-sdk,,Send and enforce guardrail-governed verdicts
Anthropic Agent SDK Governance,,ANTH-044,done,true,anthropic-agent-sdk,,Send and apply PII/redaction verdicts
Anthropic Agent SDK Governance,,ANTH-045,done,true,anthropic-agent-sdk,,Send and enforce behavior-rule verdicts
Anthropic Agent SDK Governance,,ANTH-046,done,true,anthropic-agent-sdk,,Send and enforce goal-alignment verdicts
Anthropic Agent SDK Governance,,ANTH-047,done,true,anthropic-agent-sdk,,Send and enforce approval/HITL verdicts
Anthropic Agent SDK Governance,,ANTH-048,done,true,anthropic-agent-sdk,,Report usage metadata
Anthropic Agent SDK Governance,,ANTH-049,done,true,anthropic-agent-sdk,,Forward runtime token/cost telemetry; Core owns cost estimation
Anthropic Agent SDK Governance,,ANTH-050,done,true,anthropic-agent-sdk,,Create tracing spans
Anthropic Agent SDK Governance,,ANTH-051,done,true,anthropic-agent-sdk,,Send audit-log events
Anthropic Agent SDK Governance,,ANTH-052,done,true,anthropic-agent-sdk,,Maintain session state
Anthropic Agent SDK Governance,,ANTH-053,done,true,anthropic-agent-sdk,,Fail closed when governance cannot answer
Anthropic Agent SDK Governance,,ANTH-054,done,true,anthropic-agent-sdk,,Report storage/artifact metadata carried by SDK payload contract
Anthropic Agent SDK Governance,,ANTH-055,done,true,anthropic-agent-sdk,,Pass signed agent identity to Core through the official Anthropic Agent SDK config
Anthropic Agent SDK Governance,,ANTH-056,done,true,anthropic-agent-sdk,,Enforce allow
Anthropic Agent SDK Governance,,ANTH-057,done,true,anthropic-agent-sdk,,Enforce constrain
Anthropic Agent SDK Governance,,ANTH-058,done,true,anthropic-agent-sdk,,Enforce require_approval
Anthropic Agent SDK Governance,,ANTH-059,done,true,anthropic-agent-sdk,,Enforce block
Anthropic Agent SDK Governance,,ANTH-060,done,true,anthropic-agent-sdk,,Enforce halt
MCP Protocol Governance,,MCP-001,done,true,mcp,,Accept MCP initialize requests
MCP Protocol Governance,,MCP-002,done,true,mcp,,Accept MCP list_tools requests
MCP Protocol Governance,,MCP-003,done,true,mcp,,Accept MCP call_tool requests
MCP Protocol Governance,,MCP-004,done,true,mcp,,Expose governance check tool
MCP Protocol Governance,,MCP-005,done,true,mcp,,Expose evidence/reporting tool
MCP Protocol Governance,,MCP-006,done,true,mcp,,Expose approval tool
MCP Protocol Governance,,MCP-007,done,true,mcp,,Expose agent list/get tools
MCP Protocol Governance,,MCP-008,done,true,mcp,,Expose status/doctor tools
MCP Protocol Governance,,MCP-009,done,true,mcp,,Return protocol errors for invalid requests
MCP Protocol Governance,,MCP-010,done,true,mcp,,Fail closed when governance cannot answer
MCP Protocol Governance,,MCP-011,done,true,mcp,,Capture MCP session events
MCP Protocol Governance,,MCP-012,done,true,mcp,,Capture WorkflowStarted
MCP Protocol Governance,,MCP-013,done,true,mcp,,Capture WorkflowCompleted
MCP Protocol Governance,,MCP-014,done,true,mcp,,Capture WorkflowFailed
MCP Protocol Governance,,MCP-015,done,true,mcp,,Capture ActivityStarted
MCP Protocol Governance,,MCP-016,done,true,mcp,,Capture ActivityCompleted
MCP Protocol Governance,,MCP-017,done,true,mcp,,Capture SignalReceived
MCP Protocol Governance,,MCP-018,limitation,false,mcp,caller,arbitrary caller handoffs outside explicit OpenBox MCP handoff arguments are caller-owned
MCP Protocol Governance,,MCP-019,done,true,mcp,,Capture llm spans from explicit OpenBox MCP LLM arguments
MCP Protocol Governance,,MCP-020,done,true,mcp,,Capture shell spans through governance check input
MCP Protocol Governance,,MCP-021,done,true,mcp,,Capture mcp spans through governance check input
MCP Protocol Governance,,MCP-022,done,true,mcp,,Capture file_read spans through governance check input
MCP Protocol Governance,,MCP-023,done,true,mcp,,Capture file_write spans through governance check input
MCP Protocol Governance,,MCP-024,done,true,mcp,,Capture file_delete spans through governance check input
MCP Protocol Governance,,MCP-025,done,true,mcp,,Capture http spans through governance check input
MCP Protocol Governance,,MCP-026,done,true,mcp,,Capture db spans through governance check input
MCP Protocol Governance,,MCP-027,done,true,mcp,,Capture http_get triggers
MCP Protocol Governance,,MCP-028,done,true,mcp,,Capture http_post triggers
MCP Protocol Governance,,MCP-029,done,true,mcp,,Capture http_put triggers
MCP Protocol Governance,,MCP-030,done,true,mcp,,Capture http_patch triggers
MCP Protocol Governance,,MCP-031,done,true,mcp,,Capture http_delete triggers
MCP Protocol Governance,,MCP-032,done,true,mcp,,Capture generic http triggers
MCP Protocol Governance,,MCP-033,done,true,mcp,,Capture llm_completion triggers from explicit OpenBox MCP LLM arguments
MCP Protocol Governance,,MCP-034,done,true,mcp,,Capture llm_embedding triggers
MCP Protocol Governance,,MCP-035,done,true,mcp,,Capture llm_tool_call triggers from explicit OpenBox MCP tool-call arguments
MCP Protocol Governance,,MCP-036,done,true,mcp,,Capture database_select triggers
MCP Protocol Governance,,MCP-037,done,true,mcp,,Capture database_insert triggers
MCP Protocol Governance,,MCP-038,done,true,mcp,,Capture database_update triggers
MCP Protocol Governance,,MCP-039,done,true,mcp,,Capture database_delete triggers
MCP Protocol Governance,,MCP-040,done,true,mcp,,Capture database_query triggers
MCP Protocol Governance,,MCP-041,done,true,mcp,,Capture file_read triggers
MCP Protocol Governance,,MCP-042,done,true,mcp,,Capture file_write triggers
MCP Protocol Governance,,MCP-043,done,true,mcp,,Capture file_open as its own trigger
MCP Protocol Governance,,MCP-044,done,true,mcp,,Capture file_delete triggers
MCP Protocol Governance,,MCP-045,done,true,mcp,,Capture internal triggers
MCP Protocol Governance,,MCP-046,done,true,mcp,,Send and enforce OPA/Rego-governed verdicts
MCP Protocol Governance,,MCP-047,done,true,mcp,,Send and enforce guardrail-governed verdicts
MCP Protocol Governance,,MCP-048,done,true,mcp,,Send and apply PII/redaction verdicts
MCP Protocol Governance,,MCP-049,done,true,mcp,,Send and enforce behavior-rule verdicts
MCP Protocol Governance,,MCP-050,limitation,false,mcp,caller,MCP goal alignment cannot run when the caller omits required OpenBox goal context
MCP Protocol Governance,,MCP-051,done,true,mcp,,Send and enforce approval/HITL verdicts
MCP Protocol Governance,,MCP-052,done,true,mcp,,Report token usage metadata carried by OpenBox MCP arguments
MCP Protocol Governance,,MCP-053,done,true,mcp,,Forward OpenBox MCP cost telemetry; Core owns cost estimation
MCP Protocol Governance,,MCP-054,done,true,mcp,,Create tracing spans
MCP Protocol Governance,,MCP-055,done,true,mcp,,Send audit-log events
MCP Protocol Governance,,MCP-056,done,true,mcp,,Maintain session state
MCP Protocol Governance,,MCP-057,done,true,mcp,,Report storage/artifact activity through reporting tools
MCP Protocol Governance,,MCP-058,done,true,mcp,,Pass signed agent identity from MCP runtime config
MCP Protocol Governance,,MCP-059,done,true,mcp,,Enforce allow
MCP Protocol Governance,,MCP-060,done,true,mcp,,Enforce constrain
MCP Protocol Governance,,MCP-061,done,true,mcp,,Enforce require_approval
MCP Protocol Governance,,MCP-062,done,true,mcp,,Enforce block
MCP Protocol Governance,,MCP-063,done,true,mcp,,Enforce halt
CopilotKit Governance,,COPILOT-001,done,true,copilotkit,,Integrate through the official CopilotKit runtime adapter path
CopilotKit Governance,,COPILOT-002,done,true,copilotkit,,Expose public CopilotKit exports and React governance helpers
CopilotKit Governance,,COPILOT-003,done,true,copilotkit,,Wrap CopilotKit runtime agent routes without host file mutation
CopilotKit Governance,,COPILOT-004,done,true,copilotkit,,Provide LangChain/LangGraph middleware governance gates
CopilotKit Governance,,COPILOT-005,done,true,copilotkit,,Provide governed tool wrappers
CopilotKit Governance,,COPILOT-006,done,true,copilotkit,,Provide AG-UI event bridge
CopilotKit Governance,,COPILOT-007,done,true,copilotkit,,Keep each CopilotKit governance session isolated
CopilotKit Governance,,COPILOT-008,done,true,copilotkit,,Capture prompt governance events
CopilotKit Governance,,COPILOT-009,done,true,copilotkit,,Capture tool input/output governance events
CopilotKit Governance,,COPILOT-010,done,true,copilotkit,,Capture AG-UI run/message/tool/state/error/interrupt events
CopilotKit Governance,,COPILOT-011,done,true,copilotkit,,Capture WorkflowStarted
CopilotKit Governance,,COPILOT-012,done,true,copilotkit,,Capture WorkflowCompleted
CopilotKit Governance,,COPILOT-013,done,true,copilotkit,,Capture WorkflowFailed
CopilotKit Governance,,COPILOT-014,done,true,copilotkit,,Capture ActivityStarted
CopilotKit Governance,,COPILOT-015,done,true,copilotkit,,Capture ActivityCompleted
CopilotKit Governance,,COPILOT-016,done,true,copilotkit,,Capture SignalReceived
CopilotKit Governance,,COPILOT-017,limitation,false,copilotkit,host,arbitrary CopilotKit/a2a routing outside explicit AG-UI/OpenBox handoff metadata is host-owned
CopilotKit Governance,,COPILOT-018,done,true,copilotkit,,Capture llm spans
CopilotKit Governance,,COPILOT-019,done,true,copilotkit,,Capture shell spans through tool classification
CopilotKit Governance,,COPILOT-020,done,true,copilotkit,,Capture mcp spans through tool classification
CopilotKit Governance,,COPILOT-021,done,true,copilotkit,,Capture file_read spans
CopilotKit Governance,,COPILOT-022,done,true,copilotkit,,Capture file_write spans
CopilotKit Governance,,COPILOT-023,done,true,copilotkit,,Capture file_delete spans
CopilotKit Governance,,COPILOT-024,done,true,copilotkit,,Capture http spans
CopilotKit Governance,,COPILOT-025,done,true,copilotkit,,Capture db spans
CopilotKit Governance,,COPILOT-026,done,true,copilotkit,,Capture llm_embedding triggers through MCP-required check_governance; no host-native embedding claim
CopilotKit Governance,,COPILOT-027,done,true,copilotkit,,Capture llm_tool_call triggers
CopilotKit Governance,,COPILOT-028,done,true,copilotkit,,Capture file_open triggers
CopilotKit Governance,,COPILOT-029,done,true,copilotkit,,Capture mcp spans that classify as mcp_tool_call
CopilotKit Governance,,COPILOT-030,done,true,copilotkit,,Capture http_get triggers
CopilotKit Governance,,COPILOT-031,done,true,copilotkit,,Capture http_post triggers
CopilotKit Governance,,COPILOT-032,done,true,copilotkit,,Capture http_put triggers
CopilotKit Governance,,COPILOT-033,done,true,copilotkit,,Capture http_patch triggers
CopilotKit Governance,,COPILOT-034,done,true,copilotkit,,Capture http_delete triggers
CopilotKit Governance,,COPILOT-035,done,true,copilotkit,,Capture generic http triggers
CopilotKit Governance,,COPILOT-036,done,true,copilotkit,,Capture llm_completion triggers
CopilotKit Governance,,COPILOT-037,done,true,copilotkit,,Capture database_select triggers
CopilotKit Governance,,COPILOT-038,done,true,copilotkit,,Capture database_insert triggers
CopilotKit Governance,,COPILOT-039,done,true,copilotkit,,Capture database_update triggers
CopilotKit Governance,,COPILOT-040,done,true,copilotkit,,Capture database_delete triggers
CopilotKit Governance,,COPILOT-041,done,true,copilotkit,,Capture database_query triggers
CopilotKit Governance,,COPILOT-042,done,true,copilotkit,,Capture file_read triggers
CopilotKit Governance,,COPILOT-043,done,true,copilotkit,,Capture file_write triggers
CopilotKit Governance,,COPILOT-044,done,true,copilotkit,,Capture file_delete triggers
CopilotKit Governance,,COPILOT-045,done,true,copilotkit,,Capture internal triggers
CopilotKit Governance,,COPILOT-046,done,true,copilotkit,,Send and enforce OPA/Rego-governed verdicts
CopilotKit Governance,,COPILOT-047,done,true,copilotkit,,Send and enforce guardrail-governed verdicts
CopilotKit Governance,,COPILOT-048,done,true,copilotkit,,Send and apply PII/redaction verdicts
CopilotKit Governance,,COPILOT-049,done,true,copilotkit,,Send and enforce behavior-rule verdicts
CopilotKit Governance,,COPILOT-050,done,true,copilotkit,,Send and enforce goal-alignment verdicts
CopilotKit Governance,,COPILOT-051,done,true,copilotkit,,Send and enforce approval/HITL verdicts
CopilotKit Governance,,COPILOT-052,done,true,copilotkit,,Report CopilotKit token usage metadata
CopilotKit Governance,,COPILOT-053,done,true,copilotkit,,Forward runtime token/cost telemetry; Core owns cost estimation
CopilotKit Governance,,COPILOT-054,done,true,copilotkit,,Create tracing spans
CopilotKit Governance,,COPILOT-055,done,true,copilotkit,,Send audit-log events
CopilotKit Governance,,COPILOT-056,done,true,copilotkit,,Maintain session state
CopilotKit Governance,,COPILOT-057,done,true,copilotkit,,Fail closed when governance cannot answer
CopilotKit Governance,,COPILOT-058,done,true,copilotkit,,Report storage/artifact activity through governed artifacts
CopilotKit Governance,,COPILOT-059,done,true,copilotkit,,Send signed agent identity metadata when configured
CopilotKit Governance,,COPILOT-060,done,true,copilotkit,,Enforce allow
CopilotKit Governance,,COPILOT-061,done,true,copilotkit,,Enforce constrain
CopilotKit Governance,,COPILOT-062,done,true,copilotkit,,Enforce require_approval
CopilotKit Governance,,COPILOT-063,done,true,copilotkit,,Enforce block
CopilotKit Governance,,COPILOT-064,done,true,copilotkit,,Enforce halt
n8n Governance,,N8N-001,done,true,n8n,,Integrate through the official n8n runtime helper path
n8n Governance,,N8N-002,done,true,n8n,,Expose the runtime/n8n public package subpath
n8n Governance,,N8N-003,done,true,n8n,,Declare the generated n8n integration descriptor
n8n Governance,,N8N-004,done,true,n8n,,"Ship credentials, nodes, workflow templates, and examples"
n8n Governance,,N8N-005,done,true,n8n,,Capture governance-check helper events
n8n Governance,,N8N-006,done,true,n8n,,Capture node pre-execute gates
n8n Governance,,N8N-007,done,true,n8n,,Capture node post-execute observations
n8n Governance,,N8N-008,done,true,n8n,,Capture LLM completion observations
n8n Governance,,N8N-009,done,true,n8n,,Keep each n8n governance session isolated
n8n Governance,,N8N-010,done,true,n8n,,Capture WorkflowStarted
n8n Governance,,N8N-011,done,true,n8n,,Capture WorkflowCompleted
n8n Governance,,N8N-012,limitation,false,n8n,host,arbitrary n8n workflow crashes outside the OpenBox n8n failure helper/template metadata are host-owned
n8n Governance,,N8N-013,done,true,n8n,,Capture ActivityStarted
n8n Governance,,N8N-014,done,true,n8n,,Capture ActivityCompleted
n8n Governance,,N8N-015,done,true,n8n,,Capture SignalReceived
n8n Governance,,N8N-016,limitation,false,n8n,host,arbitrary n8n routing outside OpenBox n8n workflow or AI Agent handoff metadata is host-owned
n8n Governance,,N8N-017,done,true,n8n,,Capture llm spans
n8n Governance,,N8N-018,done,true,n8n,,Capture shell spans
n8n Governance,,N8N-019,done,true,n8n,,Capture mcp spans
n8n Governance,,N8N-020,done,true,n8n,,Capture file_read spans
n8n Governance,,N8N-021,done,true,n8n,,Capture file_write spans
n8n Governance,,N8N-022,done,true,n8n,,Capture file_delete spans
n8n Governance,,N8N-023,done,true,n8n,,Capture http spans
n8n Governance,,N8N-024,done,true,n8n,,Capture db spans
n8n Governance,,N8N-025,done,true,n8n,,Capture llm_embedding spans
n8n Governance,,N8N-026,done,true,n8n,,Capture llm_tool_call spans
n8n Governance,,N8N-027,done,true,n8n,,Capture file_open spans
n8n Governance,,N8N-028,done,true,n8n,,Capture mcp spans that classify as mcp_tool_call
n8n Governance,,N8N-029,done,true,n8n,,Capture http_get triggers
n8n Governance,,N8N-030,done,true,n8n,,Capture http_post triggers
n8n Governance,,N8N-031,done,true,n8n,,Capture http_put triggers
n8n Governance,,N8N-032,done,true,n8n,,Capture http_patch triggers
n8n Governance,,N8N-033,done,true,n8n,,Capture http_delete triggers
n8n Governance,,N8N-034,done,true,n8n,,Capture generic http triggers
n8n Governance,,N8N-035,done,true,n8n,,Capture llm_completion triggers
n8n Governance,,N8N-036,done,true,n8n,,Capture llm_embedding triggers
n8n Governance,,N8N-037,done,true,n8n,,Capture llm_tool_call triggers
n8n Governance,,N8N-038,done,true,n8n,,Capture mcp spans that classify as mcp_tool_call
n8n Governance,,N8N-039,done,true,n8n,,Capture database_select triggers
n8n Governance,,N8N-040,done,true,n8n,,Capture database_insert triggers
n8n Governance,,N8N-041,done,true,n8n,,Capture database_update triggers
n8n Governance,,N8N-042,done,true,n8n,,Capture database_delete triggers
n8n Governance,,N8N-043,done,true,n8n,,Capture database_query triggers
n8n Governance,,N8N-044,done,true,n8n,,Capture file_read triggers
n8n Governance,,N8N-045,done,true,n8n,,Capture file_write triggers
n8n Governance,,N8N-046,done,true,n8n,,Capture file_open triggers
n8n Governance,,N8N-047,done,true,n8n,,Capture file_delete triggers
n8n Governance,,N8N-048,done,true,n8n,,Capture internal triggers
n8n Governance,,N8N-049,done,true,n8n,,Send and enforce OPA/Rego-governed verdicts
n8n Governance,,N8N-050,done,true,n8n,,Send and enforce guardrail-governed verdicts
n8n Governance,,N8N-051,done,true,n8n,,Send and apply PII/redaction verdicts
n8n Governance,,N8N-052,done,true,n8n,,Send and enforce behavior-rule verdicts
n8n Governance,,N8N-053,done,true,n8n,,Send and enforce goal-alignment verdicts
n8n Governance,,N8N-054,done,true,n8n,,Send and enforce approval/HITL verdicts
n8n Governance,,N8N-055,done,true,n8n,,Report usage metadata
n8n Governance,,N8N-056,done,true,n8n,,Forward runtime token/cost telemetry; Core owns cost estimation
n8n Governance,,N8N-057,done,true,n8n,,Create tracing spans
n8n Governance,,N8N-058,done,true,n8n,,Send audit-log events
n8n Governance,,N8N-059,done,true,n8n,,Maintain session state
n8n Governance,,N8N-060,done,true,n8n,,Fail closed when governance cannot answer
n8n Governance,,N8N-061,done,true,n8n,,Report storage/artifact activity through workflow templates
n8n Governance,,N8N-062,done,true,n8n,,Pass signed agent identity when configured through the n8n runtime helper Core client
n8n Governance,,N8N-063,done,true,n8n,,Enforce allow
n8n Governance,,N8N-064,done,true,n8n,,Enforce constrain
n8n Governance,,N8N-065,done,true,n8n,,Enforce require_approval
n8n Governance,,N8N-066,done,true,n8n,,Enforce block
n8n Governance,,N8N-067,done,true,n8n,,Enforce halt
